,Unnamed: 0,date,anzsco_unit_code,anzsco_unit,tech_occupation,Number,total_per_date,Per cent,month_year,Source Name,Source URL
11444,51198,2019-05-01,3100,"Engineering, ICT and Science Technicians nfd",Tech,3055.38138,12872419.95,0.02373587399,May 2019,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10952,51647,2019-08-01,2611,ICT Business and Systems Analysts,Tech,33022.34251,12823403.24,0.2575162138,August 2019,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10823,51518,2019-08-01,1351,ICT Managers,Tech,47553.48467,12823403.24,0.3708335749,August 2019,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10864,51559,2019-08-01,2232,ICT Trainers,Tech,2338.48713,12823403.24,0.01823608823,August 2019,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10873,51568,2019-08-01,2247,Management and Organisation Analysts,Tech,75383.47347,12823403.24,0.5878585586,August 2019,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10874,51569,2019-08-01,2249,Other Information and Organisation Professionals,Tech,36483.04694,12823403.24,0.2845036239,August 2019,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10877,51572,2019-08-01,2252,ICT Sales Professionals,Tech,16856.04482,12823403.24,0.1314475144,August 2019,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10888,51583,2019-08-01,2324,"Graphic and Web Designers, and Illustrators",Tech,57059.68504,12823403.24,0.4449652246,August 2019,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10895,51590,2019-08-01,2334,Electronics Engineers,Tech,7792.05324,12823403.24,0.06076431578,August 2019,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10951,51646,2019-08-01,2610,"Business and Systems Analysts, and Programmers nfd",Tech,6.34165,12823403.24,4.95e-05,August 2019,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10954,51649,2019-08-01,2613,Software and Applications Programmers,Tech,138116.7733,12823403.24,1.077068003,August 2019,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10950,51645,2019-08-01,2600,ICT Professionals nfd,Tech,7837.33228,12823403.24,0.06111741268,August 2019,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10953,51648,2019-08-01,2612,Multimedia Specialists and Web Developers,Tech,9834.2042,12823403.24,0.07668950288,August 2019,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
11026,51721,2019-08-01,3424,Telecommunications Trades Workers,Tech,27993.30323,12823403.24,0.2182985491,August 2019,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10989,51684,2019-08-01,3132,Telecommunications Technical Specialists,Tech,1726.09831,12823403.24,0.0134605321,August 2019,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10988,51683,2019-08-01,3131,ICT Support Technicians,Tech,61640.87869,12823403.24,0.4806904807,August 2019,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10987,51682,2019-08-01,3130,ICT and Telecommunications Technicians nfd,Tech,3.97129,12823403.24,3.1e-05,August 2019,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10983,51678,2019-08-01,3124,Electronic Engineering Draftspersons and Technicians,Tech,5216.1738,12823403.24,0.04067698489,August 2019,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10955,51650,2019-08-01,2621,"Database and Systems Administrators, and ICT Security Specialists",Tech,46534.61602,12823403.24,0.3628881907,August 2019,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10959,51654,2019-08-01,2633,Telecommunications Engineering Professionals,Tech,11231.21565,12823403.24,0.08758373606,August 2019,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10958,51653,2019-08-01,2632,ICT Support and Test Engineers,Tech,13061.938,12823403.24,0.1018601517,August 2019,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10957,51652,2019-08-01,2631,Computer Network Professionals,Tech,42572.0324,12823403.24,0.3319870053,August 2019,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10956,51651,2019-08-01,2630,ICT Network and Support Professionals nfd,Tech,379.60148,12823403.24,0.002960224153,August 2019,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10973,51668,2019-08-01,3100,"Engineering, ICT and Science Technicians nfd",Tech,787.99507,12823403.24,0.006144976143,August 2019,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10483,52119,2019-11-01,2612,Multimedia Specialists and Web Developers,Tech,6335.4758,12933357.15,0.04898554744,November 2019,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10394,52030,2019-11-01,2232,ICT Trainers,Tech,1858.15622,12933357.15,0.01436716082,November 2019,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10403,52039,2019-11-01,2247,Management and Organisation Analysts,Tech,62850.58028,12933357.15,0.4859572002,November 2019,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10404,52040,2019-11-01,2249,Other Information and Organisation Professionals,Tech,33637.8799,12933357.15,0.2600862214,November 2019,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10407,52043,2019-11-01,2252,ICT Sales Professionals,Tech,20287.55015,12933357.15,0.1568622123,November 2019,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10418,52054,2019-11-01,2324,"Graphic and Web Designers, and Illustrators",Tech,55599.30583,12933357.15,0.4298907484,November 2019,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10425,52061,2019-11-01,2334,Electronics Engineers,Tech,8674.40508,12933357.15,0.06707001888,November 2019,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10480,52116,2019-11-01,2600,ICT Professionals nfd,Tech,5851.09664,12933357.15,0.04524035464,November 2019,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10481,52117,2019-11-01,2610,"Business and Systems Analysts, and Programmers nfd",Tech,1461.19287,12933357.15,0.01129786221,November 2019,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10482,52118,2019-11-01,2611,ICT Business and Systems Analysts,Tech,39685.02118,12933357.15,0.3068423823,November 2019,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10353,51989,2019-11-01,1351,ICT Managers,Tech,53277.58743,12933357.15,0.4119393505,November 2019,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10484,52120,2019-11-01,2613,Software and Applications Programmers,Tech,137030.8219,12933357.15,1.059514713,November 2019,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10486,52122,2019-11-01,2630,ICT Network and Support Professionals nfd,Tech,1093.8804,12933357.15,0.008457822572,November 2019,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10487,52123,2019-11-01,2631,Computer Network Professionals,Tech,51420.08894,12933357.15,0.3975772753,November 2019,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10488,52124,2019-11-01,2632,ICT Support and Test Engineers,Tech,13264.21202,12933357.15,0.1025581515,November 2019,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10489,52125,2019-11-01,2633,Telecommunications Engineering Professionals,Tech,17581.63548,12933357.15,0.1359402302,November 2019,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10503,52139,2019-11-01,3100,"Engineering, ICT and Science Technicians nfd",Tech,1429.56415,12933357.15,0.01105331071,November 2019,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10513,52149,2019-11-01,3124,Electronic Engineering Draftspersons and Technicians,Tech,7393.83951,12933357.15,0.05716875693,November 2019,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10517,52153,2019-11-01,3130,ICT and Telecommunications Technicians nfd,Tech,529.75784,12933357.15,0.004096058232,November 2019,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10518,52154,2019-11-01,3131,ICT Support Technicians,Tech,59175.14667,12933357.15,0.4575389514,November 2019,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10519,52155,2019-11-01,3132,Telecommunications Technical Specialists,Tech,3309.10619,12933357.15,0.0255858255,November 2019,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10556,52192,2019-11-01,3424,Telecommunications Trades Workers,Tech,24732.52347,12933357.15,0.1912304995,November 2019,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10485,52121,2019-11-01,2621,"Database and Systems Administrators, and ICT Security Specialists",Tech,53411.81345,12933357.15,0.4129771787,November 2019,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10012,52588,2020-02-01,2611,ICT Business and Systems Analysts,Tech,42893.49084,12982409.38,0.3303969978,February 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10011,52587,2020-02-01,2610,"Business and Systems Analysts, and Programmers nfd",Tech,6.34165,12982409.38,4.88e-05,February 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10010,52586,2020-02-01,2600,ICT Professionals nfd,Tech,14585.29445,12982409.38,0.1123465916,February 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9955,52531,2020-02-01,2334,Electronics Engineers,Tech,9220.01558,12982409.38,0.07101929472,February 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9883,52459,2020-02-01,1351,ICT Managers,Tech,59225.24451,12982409.38,0.456196094,February 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9937,52513,2020-02-01,2252,ICT Sales Professionals,Tech,17489.71357,12982409.38,0.1347185492,February 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9934,52510,2020-02-01,2249,Other Information and Organisation Professionals,Tech,35793.09098,12982409.38,0.2757045316,February 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9933,52509,2020-02-01,2247,Management and Organisation Analysts,Tech,78706.84297,12982409.38,0.6062575956,February 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9924,52500,2020-02-01,2232,ICT Trainers,Tech,3703.91441,12982409.38,0.02853025429,February 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9948,52524,2020-02-01,2324,"Graphic and Web Designers, and Illustrators",Tech,48803.07879,12982409.38,0.3759169608,February 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10013,52589,2020-02-01,2612,Multimedia Specialists and Web Developers,Tech,5238.11886,12982409.38,0.04034781762,February 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10014,52590,2020-02-01,2613,Software and Applications Programmers,Tech,126165.1764,12982409.38,0.9718163457,February 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10016,52592,2020-02-01,2630,ICT Network and Support Professionals nfd,Tech,1249.71398,12982409.38,0.009626209922,February 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10086,52662,2020-02-01,3424,Telecommunications Trades Workers,Tech,28154.98669,12982409.38,0.2168702732,February 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10049,52625,2020-02-01,3132,Telecommunications Technical Specialists,Tech,2817.77629,12982409.38,0.02170457122,February 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10048,52624,2020-02-01,3131,ICT Support Technicians,Tech,73286.76169,12982409.38,0.5645081705,February 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10047,52623,2020-02-01,3130,ICT and Telecommunications Technicians nfd,Tech,3.96317,12982409.38,3.05e-05,February 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10015,52591,2020-02-01,2621,"Database and Systems Administrators, and ICT Security Specialists",Tech,39867.74404,12982409.38,0.3070904858,February 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10033,52609,2020-02-01,3100,"Engineering, ICT and Science Technicians nfd",Tech,770.192,12982409.38,0.005932581367,February 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10019,52595,2020-02-01,2633,Telecommunications Engineering Professionals,Tech,17621.72387,12982409.38,0.135735389,February 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10018,52594,2020-02-01,2632,ICT Support and Test Engineers,Tech,14029.37792,12982409.38,0.1080645164,February 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10017,52593,2020-02-01,2631,Computer Network Professionals,Tech,42229.17079,12982409.38,0.3252799195,February 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
10043,52619,2020-02-01,3124,Electronic Engineering Draftspersons and Technicians,Tech,6147.38019,12982409.38,0.04735161255,February 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9413,52929,2020-05-01,1351,ICT Managers,Tech,56506.81181,12126678.69,0.4659710484,May 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9454,52970,2020-05-01,2232,ICT Trainers,Tech,1717.25651,12126678.69,0.01416097972,May 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9463,52979,2020-05-01,2247,Management and Organisation Analysts,Tech,75264.00066,12126678.69,0.6206480983,May 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9464,52980,2020-05-01,2249,Other Information and Organisation Professionals,Tech,34534.49849,12126678.69,0.2847811786,May 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9467,52983,2020-05-01,2252,ICT Sales Professionals,Tech,14591.6921,12126678.69,0.1203271933,May 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9478,52994,2020-05-01,2324,"Graphic and Web Designers, and Illustrators",Tech,58816.84374,12126678.69,0.4850202208,May 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9485,53001,2020-05-01,2334,Electronics Engineers,Tech,8443.90792,12126678.69,0.06963083742,May 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9541,53057,2020-05-01,2610,"Business and Systems Analysts, and Programmers nfd",Tech,2557.41265,12126678.69,0.02108914334,May 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9542,53058,2020-05-01,2611,ICT Business and Systems Analysts,Tech,36951.98128,12126678.69,0.304716421,May 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9544,53060,2020-05-01,2613,Software and Applications Programmers,Tech,136947.2501,12126678.69,1.129305506,May 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9540,53056,2020-05-01,2600,ICT Professionals nfd,Tech,12653.03308,12126678.69,0.1043404662,May 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9543,53059,2020-05-01,2612,Multimedia Specialists and Web Developers,Tech,15854.86233,12126678.69,0.1307436499,May 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9546,53062,2020-05-01,2630,ICT Network and Support Professionals nfd,Tech,3202.56426,12126678.69,0.0264092448,May 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9547,53063,2020-05-01,2631,Computer Network Professionals,Tech,36688.25575,12126678.69,0.3025416662,May 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9548,53064,2020-05-01,2632,ICT Support and Test Engineers,Tech,11639.12911,12126678.69,0.09597952919,May 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9549,53065,2020-05-01,2633,Telecommunications Engineering Professionals,Tech,12846.45436,12126678.69,0.1059354725,May 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9563,53079,2020-05-01,3100,"Engineering, ICT and Science Technicians nfd",Tech,1738.8114,12126678.69,0.0143387274,May 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9573,53089,2020-05-01,3124,Electronic Engineering Draftspersons and Technicians,Tech,4304.85275,12126678.69,0.03549902542,May 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9577,53093,2020-05-01,3130,ICT and Telecommunications Technicians nfd,Tech,3.95948,12126678.69,3.27e-05,May 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9578,53094,2020-05-01,3131,ICT Support Technicians,Tech,63341.87141,12126678.69,0.5223348705,May 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9579,53095,2020-05-01,3132,Telecommunications Technical Specialists,Tech,3391.18511,12126678.69,0.02796466533,May 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9616,53132,2020-05-01,3424,Telecommunications Trades Workers,Tech,26581.40125,12126678.69,0.219197704,May 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9545,53061,2020-05-01,2621,"Database and Systems Administrators, and ICT Security Specialists",Tech,43580.41464,12126678.69,0.3593763451,May 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9072,53528,2020-08-01,2611,ICT Business and Systems Analysts,Tech,30487.68797,12499680.11,0.2439077457,August 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9071,53527,2020-08-01,2610,"Business and Systems Analysts, and Programmers nfd",Tech,6.34165,12499680.11,5.07e-05,August 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9070,53526,2020-08-01,2600,ICT Professionals nfd,Tech,4783.50125,12499680.11,0.03826898935,August 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9015,53471,2020-08-01,2334,Electronics Engineers,Tech,7653.75978,12499680.11,0.06123164524,August 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9073,53529,2020-08-01,2612,Multimedia Specialists and Web Developers,Tech,10783.39948,12499680.11,0.08626940359,August 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
8997,53453,2020-08-01,2252,ICT Sales Professionals,Tech,14842.45958,12499680.11,0.1187427154,August 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
8994,53450,2020-08-01,2249,Other Information and Organisation Professionals,Tech,36350.05277,12499680.11,0.2908078643,August 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
8993,53449,2020-08-01,2247,Management and Organisation Analysts,Tech,81880.87844,12499680.11,0.6550637915,August 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
8984,53440,2020-08-01,2232,ICT Trainers,Tech,3477.12973,12499680.11,0.02781774973,August 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9008,53464,2020-08-01,2324,"Graphic and Web Designers, and Illustrators",Tech,59671.03675,12499680.11,0.4773805108,August 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
8943,53399,2020-08-01,1351,ICT Managers,Tech,59633.12405,12499680.11,0.4770772014,August 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9074,53530,2020-08-01,2613,Software and Applications Programmers,Tech,144537.1622,12499680.11,1.15632689,August 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9076,53532,2020-08-01,2630,ICT Network and Support Professionals nfd,Tech,2619.29509,12499680.11,0.02095489698,August 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9146,53602,2020-08-01,3424,Telecommunications Trades Workers,Tech,24620.06256,12499680.11,0.1969655411,August 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9109,53565,2020-08-01,3132,Telecommunications Technical Specialists,Tech,3390.71002,12499680.11,0.02712637436,August 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9108,53564,2020-08-01,3131,ICT Support Technicians,Tech,70580.52219,12499680.11,0.5646586279,August 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9107,53563,2020-08-01,3130,ICT and Telecommunications Technicians nfd,Tech,3.95727,12499680.11,3.17e-05,August 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9075,53531,2020-08-01,2621,"Database and Systems Administrators, and ICT Security Specialists",Tech,48332.99519,12499680.11,0.386673857,August 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9093,53549,2020-08-01,3100,"Engineering, ICT and Science Technicians nfd",Tech,2892.40085,12499680.11,0.02313979898,August 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9079,53535,2020-08-01,2633,Telecommunications Engineering Professionals,Tech,13521.7614,12499680.11,0.1081768596,August 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9078,53534,2020-08-01,2632,ICT Support and Test Engineers,Tech,19741.13012,12499680.11,0.1579330827,August 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9077,53533,2020-08-01,2631,Computer Network Professionals,Tech,41710.18326,12499680.11,0.3336900056,August 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
9103,53559,2020-08-01,3124,Electronic Engineering Draftspersons and Technicians,Tech,4555.66496,12499680.11,0.03644625239,August 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
8602,53999,2020-11-01,2612,Multimedia Specialists and Web Developers,Tech,18308.90682,12802891.73,0.1430060271,November 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
8513,53910,2020-11-01,2232,ICT Trainers,Tech,1305.86823,12802891.73,0.01019979124,November 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
8522,53919,2020-11-01,2247,Management and Organisation Analysts,Tech,84984.52029,12802891.73,0.6637916031,November 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
8523,53920,2020-11-01,2249,Other Information and Organisation Professionals,Tech,46041.87422,12802891.73,0.359620898,November 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
8526,53923,2020-11-01,2252,ICT Sales Professionals,Tech,11741.83091,12802891.73,0.09171233463,November 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
8537,53934,2020-11-01,2324,"Graphic and Web Designers, and Illustrators",Tech,55801.48018,12802891.73,0.435850598,November 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
8544,53941,2020-11-01,2334,Electronics Engineers,Tech,5203.48005,12802891.73,0.04064300596,November 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
8599,53996,2020-11-01,2600,ICT Professionals nfd,Tech,8618.76334,12802891.73,0.06731888013,November 2020,ABS Labour Force Survey,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release
